Channel,Energy(keV),Counts
10464,1983.9436,0
10465,1984.1331,0
10466,1984.3225,0
10467,1984.5119,0
10468,1984.7013,1
10469,1984.8907,1
10470,1985.0802,0
10471,1985.2696,1
10472,1985.4590,1
10473,1985.6484,0
10474,1985.8378,1
10475,1986.0273,1
10476,1986.2167,0
10477,1986.4061,0
10478,1986.5955,0
10479,1986.7849,3
10480,1986.9744,1
10481,1987.1638,2
10482,1987.3532,1
10483,1987.5426,1
10484,1987.7320,2
10485,1987.9215,1
10486,1988.1109,0
10487,1988.3003,0
10488,1988.4897,1
10489,1988.6791,1
10490,1988.8686,1
10491,1989.0580,1
10492,1989.2474,0
10493,1989.4368,1
10494,1989.6262,2
10495,1989.8157,2
10496,1990.0051,1
10497,1990.1945,1
10498,1990.3839,1
10499,1990.5733,1
10500,1990.7627,1
10501,1990.9522,0
10502,1991.1416,1
10503,1991.3310,0
10504,1991.5204,1
10505,1991.7098,2
10506,1991.8993,1
10507,1992.0887,0
10508,1992.2781,1
10509,1992.4675,1
10510,1992.6569,2
10511,1992.8464,2
10512,1993.0358,1
10513,1993.2252,0
10514,1993.4146,0
10515,1993.6040,1
10516,1993.7934,2
10517,1993.9829,1
10518,1994.1723,0
10519,1994.3617,1
10520,1994.5511,1
10521,1994.7405,0
10522,1994.9300,0
10523,1995.1194,1
10524,1995.3088,0
10525,1995.4982,2
10526,1995.6876,0
10527,1995.8770,0
10528,1996.0665,0
10529,1996.2559,2
10530,1996.4453,1
10531,1996.6347,0
10532,1996.8241,0
10533,1997.0135,1
10534,1997.2030,0
10535,1997.3924,1
10536,1997.5818,1
10537,1997.7712,0
10538,1997.9606,1
10539,1998.1501,0
10540,1998.3395,0
10541,1998.5289,0
10542,1998.7183,0
10543,1998.9077,0
10544,1999.0971,1
10545,1999.2866,2
10546,1999.4760,4
10547,1999.6654,2
10548,1999.8548,2
10549,2000.0442,0
10550,2000.2336,0
10551,2000.4231,1
10552,2000.6125,1
10553,2000.8019,2
10554,2000.9913,0
10555,2001.1807,2
10556,2001.3701,0
10557,2001.5596,2
10558,2001.7490,3
10559,2001.9384,0
10560,2002.1278,1
10561,2002.3172,1
10562,2002.5066,1
10563,2002.6961,0
10564,2002.8855,2
10565,2003.0749,1
10566,2003.2643,1
10567,2003.4537,0
10568,2003.6431,1
10569,2003.8326,0
10570,2004.0220,2
10571,2004.2114,1
10572,2004.4008,0
10573,2004.5902,1
10574,2004.7796,4
10575,2004.9691,0
10576,2005.1585,1
10577,2005.3479,1
10578,2005.5373,1
10579,2005.7267,2
10580,2005.9161,1
10581,2006.1055,1
10582,2006.2950,0
10583,2006.4844,2
10584,2006.6738,1
10585,2006.8632,1
10586,2007.0526,1
10587,2007.2420,1
10588,2007.4315,1
10589,2007.6209,0
10590,2007.8103,1
10591,2007.9997,1
10592,2008.1891,1
10593,2008.3785,0
10594,2008.5679,1
10595,2008.7574,1
10596,2008.9468,1
10597,2009.1362,2
10598,2009.3256,0
10599,2009.5150,0
10600,2009.7044,0
10601,2009.8939,0
10602,2010.0833,1
10603,2010.2727,0
10604,2010.4621,0
10605,2010.6515,1
10606,2010.8409,1
10607,2011.0303,1
10608,2011.2198,0
10609,2011.4092,1
10610,2011.5986,1
10611,2011.7880,0
10612,2011.9774,0
10613,2012.1668,0
10614,2012.3562,1
10615,2012.5457,0
10616,2012.7351,1
10617,2012.9245,1
10618,2013.1139,1
10619,2013.3033,0
10620,2013.4927,1
10621,2013.6821,0
10622,2013.8716,0
10623,2014.0610,0
10624,2014.2504,1
10625,2014.4398,1
10626,2014.6292,0
10627,2014.8186,0
10628,2015.0080,1
10629,2015.1975,0
10630,2015.3869,1
10631,2015.5763,0
10632,2015.7657,0
10633,2015.9551,0
10634,2016.1445,1
10635,2016.3339,1
10636,2016.5234,0
10637,2016.7128,1
10638,2016.9022,1
10639,2017.0916,0
10640,2017.2810,0
10641,2017.4704,0
10642,2017.6598,0
10643,2017.8492,4
10644,2018.0387,0
10645,2018.2281,0
10646,2018.4175,1
10647,2018.6069,2
10648,2018.7963,1
10649,2018.9857,2
10650,2019.1751,3
10651,2019.3646,3
10652,2019.5540,1
10653,2019.7434,0
10654,2019.9328,0
10655,2020.1222,1
10656,2020.3116,0
10657,2020.5010,1
10658,2020.6904,0
10659,2020.8799,2
10660,2021.0693,3
10661,2021.2587,2
10662,2021.4481,0
10663,2021.6375,0
10664,2021.8269,1
10665,2022.0163,1
10666,2022.2057,0
10667,2022.3952,1
10668,2022.5846,0
10669,2022.7740,0
10670,2022.9634,0
10671,2023.1528,0
10672,2023.3422,1
10673,2023.5316,3
10674,2023.7210,1
10675,2023.9105,0
10676,2024.0999,0
10677,2024.2893,0
10678,2024.4787,2
10679,2024.6681,1
10680,2024.8575,0
10681,2025.0469,0
10682,2025.2363,0
10683,2025.4257,0
10684,2025.6152,0
10685,2025.8046,1
10686,2025.9940,0
10687,2026.1834,0
10688,2026.3728,2
10689,2026.5622,1
10690,2026.7516,0
10691,2026.9410,0
10692,2027.1305,2
10693,2027.3199,1
10694,2027.5093,0
10695,2027.6987,1
10696,2027.8881,1
10697,2028.0775,2
10698,2028.2669,0
10699,2028.4563,4
10700,2028.6457,0
10701,2028.8352,0
10702,2029.0246,1
10703,2029.2140,1
10704,2029.4034,1
10705,2029.5928,0
10706,2029.7822,2
10707,2029.9716,0
10708,2030.1610,1
10709,2030.3504,0
10710,2030.5399,1
10711,2030.7293,0
10712,2030.9187,2
10713,2031.1081,1
10714,2031.2975,0
10715,2031.4869,0
10716,2031.6763,1
10717,2031.8657,2
10718,2032.0551,0
10719,2032.2445,0
10720,2032.4340,2
10721,2032.6234,1
10722,2032.8128,1
10723,2033.0022,0
10724,2033.1916,0
10725,2033.3810,1
10726,2033.5704,1
10727,2033.7598,0
10728,2033.9492,0
10729,2034.1387,0
10730,2034.3281,0
10731,2034.5175,2
10732,2034.7069,1
10733,2034.8963,0
10734,2035.0857,1
10735,2035.2751,0
10736,2035.4645,1
10737,2035.6539,0
10738,2035.8433,0
10739,2036.0328,2
10740,2036.2222,0
10741,2036.4116,1
10742,2036.6010,2
10743,2036.7904,0
10744,2036.9798,0
10745,2037.1692,2
10746,2037.3586,0
10747,2037.5480,0
10748,2037.7374,0
10749,2037.9268,0
10750,2038.1163,1
10751,2038.3057,0
10752,2038.4951,0
10753,2038.6845,0
10754,2038.8739,1
10755,2039.0633,1
10756,2039.2527,1
10757,2039.4421,1
10758,2039.6315,2
10759,2039.8209,0
10760,2040.0103,0
10761,2040.1998,2
10762,2040.3892,0
10763,2040.5786,0
10764,2040.7680,1
10765,2040.9574,3
10766,2041.1468,0
10767,2041.3362,1
10768,2041.5256,1
10769,2041.7150,0
10770,2041.9044,0
10771,2042.0938,0
10772,2042.2832,0
10773,2042.4727,1
10774,2042.6621,1
10775,2042.8515,2
10776,2043.0409,1
10777,2043.2303,2
10778,2043.4197,0
10779,2043.6091,0
10780,2043.7985,2
10781,2043.9879,1
10782,2044.1773,1
10783,2044.3667,2
10784,2044.5561,0
10785,2044.7456,1
10786,2044.9350,0
10787,2045.1244,0
10788,2045.3138,2
10789,2045.5032,0
10790,2045.6926,0
10791,2045.8820,0
10792,2046.0714,0
10793,2046.2608,0
10794,2046.4502,2
10795,2046.6396,0
10796,2046.8290,0
10797,2047.0184,1
10798,2047.2079,0
10799,2047.3973,2
10800,2047.5867,0
10801,2047.7761,1
10802,2047.9655,0
10803,2048.1549,0
10804,2048.3443,1
10805,2048.5337,0
10806,2048.7231,0
10807,2048.9125,0
10808,2049.1019,0
10809,2049.2913,0
10810,2049.4807,0
10811,2049.6701,0
10812,2049.8596,0
10813,2050.0490,1
10814,2050.2384,1
10815,2050.4278,0
10816,2050.6172,1
10817,2050.8066,1
10818,2050.9960,2
10819,2051.1854,2
10820,2051.3748,1
10821,2051.5642,2
10822,2051.7536,0
10823,2051.9430,2
10824,2052.1324,1
10825,2052.3218,0
10826,2052.5112,1
10827,2052.7007,1
10828,2052.8901,0
10829,2053.0795,3
10830,2053.2689,0
10831,2053.4583,0
10832,2053.6477,0
10833,2053.8371,1
10834,2054.0265,2
10835,2054.2159,0
10836,2054.4053,0
10837,2054.5947,1
10838,2054.7841,2
10839,2054.9735,0
10840,2055.1629,0
10841,2055.3523,0
10842,2055.5417,0
10843,2055.7311,0
10844,2055.9206,0
10845,2056.1100,2
10846,2056.2994,0
10847,2056.4888,0
10848,2056.6782,0
10849,2056.8676,0
10850,2057.0570,2
10851,2057.2464,0
10852,2057.4358,0
10853,2057.6252,1
10854,2057.8146,1
10855,2058.0040,2
10856,2058.1934,0
10857,2058.3828,0
10858,2058.5722,0
10859,2058.7616,1
10860,2058.9510,2
10861,2059.1404,0
10862,2059.3298,1
10863,2059.5193,0
10864,2059.7087,1
10865,2059.8981,1
10866,2060.0875,0
10867,2060.2769,0
10868,2060.4663,0
10869,2060.6557,0
10870,2060.8451,0
10871,2061.0345,0
10872,2061.2239,1
10873,2061.4133,0
10874,2061.6027,1
10875,2061.7921,2
10876,2061.9815,3
10877,2062.1709,0
10878,2062.3603,1
10879,2062.5497,0
10880,2062.7391,1
10881,2062.9285,0
10882,2063.1179,0
10883,2063.3073,2
10884,2063.4967,0
10885,2063.6862,1
10886,2063.8756,0
10887,2064.0650,0
10888,2064.2544,0
10889,2064.4438,2
10890,2064.6332,1
10891,2064.8226,0
10892,2065.0120,0
10893,2065.2014,3
10894,2065.3908,1
10895,2065.5802,3
10896,2065.7696,0
10897,2065.9590,0
10898,2066.1484,0
10899,2066.3378,0
10900,2066.5272,2
10901,2066.7166,2
10902,2066.9060,4
10903,2067.0954,1
10904,2067.2848,1
10905,2067.4742,1
10906,2067.6636,1
10907,2067.8530,1
10908,2068.0424,2
10909,2068.2318,1
10910,2068.4212,1
10911,2068.6106,0
10912,2068.8000,1
10913,2068.9895,2
10914,2069.1789,0
10915,2069.3683,0
10916,2069.5577,1
10917,2069.7471,1
10918,2069.9365,2
10919,2070.1259,2
10920,2070.3153,2
10921,2070.5047,2
10922,2070.6941,2
10923,2070.8835,0
10924,2071.0729,0
10925,2071.2623,0
10926,2071.4517,1
10927,2071.6411,0
10928,2071.8305,0
10929,2072.0199,2
10930,2072.2093,0
10931,2072.3987,0
10932,2072.5881,1
10933,2072.7775,1
10934,2072.9669,0
10935,2073.1563,1
10936,2073.3457,1
10937,2073.5351,1
10938,2073.7245,1
10939,2073.9139,1
10940,2074.1033,1
10941,2074.2927,1
10942,2074.4821,1
10943,2074.6715,0
10944,2074.8609,1
10945,2075.0503,0
10946,2075.2397,0
10947,2075.4291,1
10948,2075.6185,1
10949,2075.8079,1
10950,2075.9973,2
10951,2076.1867,1
10952,2076.3761,1
10953,2076.5655,0
10954,2076.7549,3
10955,2076.9443,2
10956,2077.1337,0
10957,2077.3231,2
10958,2077.5125,0
10959,2077.7020,0
10960,2077.8914,1
10961,2078.0808,2
10962,2078.2702,0
10963,2078.4596,0
10964,2078.6490,2
10965,2078.8384,2
10966,2079.0278,0
10967,2079.2172,1
10968,2079.4066,0
10969,2079.5960,1
10970,2079.7854,1
10971,2079.9748,0
10972,2080.1642,2
10973,2080.3536,1
10974,2080.5430,1
10975,2080.7324,0
10976,2080.9218,1
10977,2081.1112,1
10978,2081.3006,0
10979,2081.4900,3
10980,2081.6794,0
10981,2081.8688,0
10982,2082.0582,1
10983,2082.2476,1
10984,2082.4370,0
10985,2082.6264,2
10986,2082.8158,1
10987,2083.0052,0
10988,2083.1946,0
10989,2083.3840,0
10990,2083.5734,0
10991,2083.7628,1
10992,2083.9522,0
10993,2084.1416,4
10994,2084.3310,0
10995,2084.5204,1
10996,2084.7098,1
10997,2084.8992,0
10998,2085.0886,2
10999,2085.2780,0
11000,2085.4674,1
11001,2085.6568,1
11002,2085.8462,0
11003,2086.0356,0
11004,2086.2250,0
11005,2086.4144,0
11006,2086.6038,1
11007,2086.7932,0
11008,2086.9826,0
11009,2087.1720,3
11010,2087.3614,2
11011,2087.5508,0
11012,2087.7402,1
11013,2087.9296,1
11014,2088.1190,1
11015,2088.3084,0
11016,2088.4978,4
11017,2088.6872,2
11018,2088.8766,0
11019,2089.0660,0
11020,2089.2554,0
11021,2089.4448,0
11022,2089.6342,1
11023,2089.8236,0
11024,2090.0130,1
11025,2090.2023,0
11026,2090.3917,0
11027,2090.5811,2
11028,2090.7705,0
11029,2090.9599,0
11030,2091.1493,0
11031,2091.3387,0
11032,2091.5281,0
11033,2091.7175,2
11034,2091.9069,0
11035,2092.0963,1
11036,2092.2857,0
11037,2092.4751,1
11038,2092.6645,1
11039,2092.8539,1
11040,2093.0433,1
11041,2093.2327,1
11042,2093.4221,1
11043,2093.6115,0
11044,2093.8009,0
11045,2093.9903,0
11046,2094.1797,0
11047,2094.3691,0
11048,2094.5585,1
11049,2094.7479,1
11050,2094.9373,1
11051,2095.1267,2
11052,2095.3161,0
11053,2095.5055,1
11054,2095.6949,1
11055,2095.8843,0
11056,2096.0737,0
11057,2096.2631,0
11058,2096.4525,0
11059,2096.6419,1
11060,2096.8313,2
11061,2097.0207,0
11062,2097.2101,2
11063,2097.3995,0
11064,2097.5889,0
11065,2097.7783,0
11066,2097.9677,0
11067,2098.1571,0
11068,2098.3465,0
11069,2098.5359,1
11070,2098.7253,2
11071,2098.9147,1
11072,2099.1040,2
11073,2099.2934,0
11074,2099.4828,1
11075,2099.6722,0
11076,2099.8616,1
11077,2100.0510,0
11078,2100.2404,1
11079,2100.4298,0
11080,2100.6192,4
11081,2100.8086,0
11082,2100.9980,1
11083,2101.1874,0
11084,2101.3768,0
11085,2101.5662,0
11086,2101.7556,0
11087,2101.9450,3
11088,2102.1344,0
11089,2102.3238,1
11090,2102.5132,1
11091,2102.7026,0
11092,2102.8920,1
11093,2103.0814,1
11094,2103.2708,0
11095,2103.4602,0
11096,2103.6496,0
11097,2103.8390,1
11098,2104.0284,0
11099,2104.2177,0
11100,2104.4071,0
11101,2104.5965,0
11102,2104.7859,3
11103,2104.9753,0
11104,2105.1647,0
11105,2105.3541,2
11106,2105.5435,2
11107,2105.7329,0
11108,2105.9223,1
11109,2106.1117,1
11110,2106.3011,1
11111,2106.4905,0
11112,2106.6799,1
11113,2106.8693,2
11114,2107.0587,1
11115,2107.2481,1
11116,2107.4375,0
11117,2107.6269,0
11118,2107.8163,3
11119,2108.0057,1
11120,2108.1951,1
11121,2108.3845,0
11122,2108.5738,0
11123,2108.7632,1
11124,2108.9526,1
11125,2109.1420,0
11126,2109.3314,0
11127,2109.5208,3
11128,2109.7102,1
11129,2109.8996,0
11130,2110.0890,2
11131,2110.2784,1
11132,2110.4678,0
11133,2110.6572,2
11134,2110.8466,1
11135,2111.0360,0
11136,2111.2254,1
11137,2111.4148,0
11138,2111.6042,3
11139,2111.7936,2
11140,2111.9829,0
11141,2112.1723,2
11142,2112.3617,0
11143,2112.5511,0
11144,2112.7405,0
11145,2112.9299,0
11146,2113.1193,0
11147,2113.3087,0
11148,2113.4981,0
11149,2113.6875,1
11150,2113.8769,2
11151,2114.0663,0
11152,2114.2557,1
11153,2114.4451,0
11154,2114.6345,1
11155,2114.8239,2
11156,2115.0133,1
11157,2115.2026,1
11158,2115.3920,0
11159,2115.5814,0
11160,2115.7708,0
11161,2115.9602,1
11162,2116.1496,0
11163,2116.3390,0
11164,2116.5284,1
11165,2116.7178,1
11166,2116.9072,0
11167,2117.0966,0
11168,2117.2860,0
11169,2117.4754,0
11170,2117.6648,0
11171,2117.8542,1
11172,2118.0435,0
11173,2118.2329,0
11174,2118.4223,1
11175,2118.6117,0
11176,2118.8011,0
11177,2118.9905,0
11178,2119.1799,2
11179,2119.3693,0
11180,2119.5587,1
11181,2119.7481,1
11182,2119.9375,0
11183,2120.1269,0
11184,2120.3163,2
11185,2120.5057,2
11186,2120.6950,1
11187,2120.8844,2
11188,2121.0738,0
11189,2121.2632,0
11190,2121.4526,0
11191,2121.6420,1
11192,2121.8314,1
11193,2122.0208,1
11194,2122.2102,1
11195,2122.3996,2
11196,2122.5890,0
11197,2122.7784,1
11198,2122.9678,0
11199,2123.1571,0
11200,2123.3465,0
11201,2123.5359,1
11202,2123.7253,0
11203,2123.9147,1
11204,2124.1041,0
11205,2124.2935,0
11206,2124.4829,1
11207,2124.6723,3
11208,2124.8617,2
11209,2125.0511,0
11210,2125.2405,0
11211,2125.4298,1
11212,2125.6192,0
11213,2125.8086,0
11214,2125.9980,0
11215,2126.1874,0
11216,2126.3768,1
11217,2126.5662,1
11218,2126.7556,1
11219,2126.9450,1
11220,2127.1344,0
11221,2127.3238,1
11222,2127.5132,1
11223,2127.7025,2
11224,2127.8919,2
11225,2128.0813,0
11226,2128.2707,0
11227,2128.4601,2
11228,2128.6495,0
11229,2128.8389,1
11230,2129.0283,0
11231,2129.2177,2
11232,2129.4071,4
11233,2129.5965,1
11234,2129.7858,0
11235,2129.9752,1
11236,2130.1646,0
11237,2130.3540,0
11238,2130.5434,0
11239,2130.7328,0
11240,2130.9222,1
11241,2131.1116,2
11242,2131.3010,2
11243,2131.4904,2
11244,2131.6798,1
11245,2131.8691,1
11246,2132.0585,0
11247,2132.2479,0
11248,2132.4373,0
11249,2132.6267,0
11250,2132.8161,0
11251,2133.0055,1
11252,2133.1949,0
11253,2133.3843,1
11254,2133.5737,0
11255,2133.7630,2
11256,2133.9524,3
11257,2134.1418,1
11258,2134.3312,0
11259,2134.5206,0
11260,2134.7100,3
11261,2134.8994,2
11262,2135.0888,1
11263,2135.2782,0
11264,2135.4676,1
11265,2135.6569,0
11266,2135.8463,0
11267,2136.0357,0
11268,2136.2251,0
11269,2136.4145,1
11270,2136.6039,2
11271,2136.7933,0
11272,2136.9827,1
11273,2137.1721,1
11274,2137.3614,3
11275,2137.5508,3
11276,2137.7402,1
11277,2137.9296,1
11278,2138.1190,2
11279,2138.3084,0
11280,2138.4978,0
11281,2138.6872,1
11282,2138.8766,1
11283,2139.0659,1
11284,2139.2553,0
11285,2139.4447,0
11286,2139.6341,0
11287,2139.8235,1
11288,2140.0129,0
11289,2140.2023,2
11290,2140.3917,0
11291,2140.5811,0
11292,2140.7704,2
11293,2140.9598,0
11294,2141.1492,0
11295,2141.3386,0
11296,2141.5280,0
11297,2141.7174,1
11298,2141.9068,3
11299,2142.0962,1
11300,2142.2855,3
11301,2142.4749,0
11302,2142.6643,2
11303,2142.8537,0
11304,2143.0431,0
11305,2143.2325,0
11306,2143.4219,2
11307,2143.6113,0
11308,2143.8007,1
11309,2143.9900,1
11310,2144.1794,2
11311,2144.3688,1
11312,2144.5582,0
11313,2144.7476,0
11314,2144.9370,3
11315,2145.1264,1
11316,2145.3158,0
11317,2145.5051,0
11318,2145.6945,0
11319,2145.8839,0
11320,2146.0733,1
11321,2146.2627,2
11322,2146.4521,0
11323,2146.6415,0
11324,2146.8309,1
11325,2147.0202,2
11326,2147.2096,0
11327,2147.3990,0
11328,2147.5884,0
11329,2147.7778,1
11330,2147.9672,0
11331,2148.1566,0
11332,2148.3460,1
11333,2148.5353,1
11334,2148.7247,0
11335,2148.9141,0
11336,2149.1035,0
11337,2149.2929,0
11338,2149.4823,1
11339,2149.6717,3
11340,2149.8610,0
11341,2150.0504,0
11342,2150.2398,0
11343,2150.4292,0
11344,2150.6186,2
11345,2150.8080,0
11346,2150.9974,2
11347,2151.1868,1
11348,2151.3761,2
11349,2151.5655,0
11350,2151.7549,0
11351,2151.9443,2
11352,2152.1337,2
11353,2152.3231,1
11354,2152.5125,1
11355,2152.7018,0
11356,2152.8912,1
11357,2153.0806,0
11358,2153.2700,1
11359,2153.4594,0
11360,2153.6488,1
11361,2153.8382,1
11362,2154.0275,1
11363,2154.2169,0
11364,2154.4063,1
11365,2154.5957,1
11366,2154.7851,1
11367,2154.9745,0
11368,2155.1639,1
11369,2155.3532,1
11370,2155.5426,1
11371,2155.7320,0
11372,2155.9214,0
11373,2156.1108,1
11374,2156.3002,0
11375,2156.4896,3
11376,2156.6789,0
11377,2156.8683,0
11378,2157.0577,0
11379,2157.2471,1
11380,2157.4365,0
11381,2157.6259,0
11382,2157.8153,1
11383,2158.0046,1
11384,2158.1940,1
11385,2158.3834,1
11386,2158.5728,1
11387,2158.7622,1
11388,2158.9516,0
11389,2159.1409,0
11390,2159.3303,1
11391,2159.5197,1
11392,2159.7091,1
11393,2159.8985,1
11394,2160.0879,0
11395,2160.2773,1
11396,2160.4666,0
11397,2160.6560,1
11398,2160.8454,0
11399,2161.0348,0
11400,2161.2242,0
11401,2161.4136,2
11402,2161.6029,1
11403,2161.7923,0
11404,2161.9817,0
11405,2162.1711,1
11406,2162.3605,0
11407,2162.5499,1
11408,2162.7393,0
11409,2162.9286,0
11410,2163.1180,2
11411,2163.3074,1
11412,2163.4968,0
11413,2163.6862,3
11414,2163.8756,0
11415,2164.0649,2
11416,2164.2543,1
11417,2164.4437,0
11418,2164.6331,1
11419,2164.8225,1
11420,2165.0119,0
11421,2165.2012,2
11422,2165.3906,3
11423,2165.5800,0
11424,2165.7694,1
11425,2165.9588,3
11426,2166.1482,1
11427,2166.3375,1
11428,2166.5269,1
11429,2166.7163,0
11430,2166.9057,1
11431,2167.0951,0
11432,2167.2845,0
11433,2167.4738,2
11434,2167.6632,0
11435,2167.8526,0
11436,2168.0420,2
11437,2168.2314,0
11438,2168.4208,0
11439,2168.6101,0
11440,2168.7995,0
11441,2168.9889,0
11442,2169.1783,0
11443,2169.3677,0
11444,2169.5571,1
11445,2169.7464,0
11446,2169.9358,1
11447,2170.1252,2
11448,2170.3146,2
11449,2170.5040,1
11450,2170.6933,2
11451,2170.8827,0
11452,2171.0721,0
11453,2171.2615,2
11454,2171.4509,0
11455,2171.6403,0
11456,2171.8296,0
11457,2172.0190,1
11458,2172.2084,0
11459,2172.3978,0
11460,2172.5872,0
11461,2172.7766,2
11462,2172.9659,1
11463,2173.1553,0
11464,2173.3447,0
11465,2173.5341,0
11466,2173.7235,2
11467,2173.9128,0
11468,2174.1022,0
11469,2174.2916,0
11470,2174.4810,0
11471,2174.6704,0
11472,2174.8598,0
11473,2175.0491,3
11474,2175.2385,0
11475,2175.4279,0
11476,2175.6173,2
11477,2175.8067,0
11478,2175.9960,2
11479,2176.1854,0
11480,2176.3748,1
11481,2176.5642,1
11482,2176.7536,0
11483,2176.9429,0
11484,2177.1323,1
11485,2177.3217,3
11486,2177.5111,0
11487,2177.7005,1
11488,2177.8899,0
11489,2178.0792,2
11490,2178.2686,0
11491,2178.4580,0
11492,2178.6474,2
11493,2178.8368,0
11494,2179.0261,0
11495,2179.2155,0
11496,2179.4049,1
11497,2179.5943,0
11498,2179.7837,2
11499,2179.9730,0
11500,2180.1624,0
11501,2180.3518,1
11502,2180.5412,2
11503,2180.7306,1
11504,2180.9199,1
11505,2181.1093,3
11506,2181.2987,1
11507,2181.4881,1
11508,2181.6775,1
11509,2181.8668,1
11510,2182.0562,1
11511,2182.2456,2
11512,2182.4350,1
11513,2182.6244,1
11514,2182.8137,0
11515,2183.0031,0
11516,2183.1925,1
11517,2183.3819,0
11518,2183.5713,0
11519,2183.7606,1
11520,2183.9500,0
11521,2184.1394,0
11522,2184.3288,0
11523,2184.5182,0
11524,2184.7075,1
11525,2184.8969,0
11526,2185.0863,0
11527,2185.2757,0
11528,2185.4651,0
11529,2185.6544,1
11530,2185.8438,1
11531,2186.0332,0
11532,2186.2226,1
11533,2186.4120,1
11534,2186.6013,0
11535,2186.7907,1
11536,2186.9801,0
11537,2187.1695,1
11538,2187.3589,0
11539,2187.5482,0
11540,2187.7376,1
11541,2187.9270,0
11542,2188.1164,0
11543,2188.3058,1
11544,2188.4951,0
11545,2188.6845,0
11546,2188.8739,1
11547,2189.0633,1
11548,2189.2526,1
11549,2189.4420,1
11550,2189.6314,2
11551,2189.8208,0
11552,2190.0102,1
11553,2190.1995,0
11554,2190.3889,1
11555,2190.5783,0
11556,2190.7677,1
11557,2190.9571,0
11558,2191.1464,0
11559,2191.3358,0
11560,2191.5252,1
11561,2191.7146,1
11562,2191.9039,2
11563,2192.0933,1
11564,2192.2827,0
11565,2192.4721,0
11566,2192.6615,0
11567,2192.8508,0
11568,2193.0402,1
11569,2193.2296,0
11570,2193.4190,2
11571,2193.6083,1
11572,2193.7977,1
11573,2193.9871,1
11574,2194.1765,1
11575,2194.3659,0
11576,2194.5552,3
11577,2194.7446,0
11578,2194.9340,3
11579,2195.1234,0
11580,2195.3127,1
11581,2195.5021,0
11582,2195.6915,0
11583,2195.8809,2
11584,2196.0703,1
11585,2196.2596,0
11586,2196.4490,1
11587,2196.6384,0
11588,2196.8278,0
11589,2197.0171,0
11590,2197.2065,1
11591,2197.3959,0
11592,2197.5853,2
11593,2197.7746,1
11594,2197.9640,1
11595,2198.1534,3
11596,2198.3428,4
11597,2198.5322,0
11598,2198.7215,1
11599,2198.9109,1
11600,2199.1003,0
11601,2199.2897,0
11602,2199.4790,0
11603,2199.6684,0
